@RELATION Weka

@ATTRIBUTE    charlength  REAL
@ATTRIBUTE    currencycount  REAL
@ATTRIBUTE    numstring  REAL
@ATTRIBUTE    freqword  REAL
@ATTRIBUTE    score   {ham,spam}

@data
81,0,1,1,spam
87,0,0,3,ham
84,0,0,2,ham
26,0,0,1,ham
58,0,0,1,ham
46,0,0,1,ham
43,0,0,1,ham
24,0,0,1,ham
97,0,0,2,ham
70,0,0,1,ham
179,0,0,3,ham
120,0,5,2,spam
54,0,0,1,ham
26,0,0,1,ham
156,0,1,1,ham
123,0,2,3,ham
48,0,0,1,ham
147,1,7,2,spam
40,0,0,1,ham
81,0,0,1,ham
116,0,0,3,ham
5,0,0,1,ham
66,0,1,1,spam
81,0,0,2,ham
20,0,1,2,ham
13,0,0,1,ham
37,0,0,1,ham
66,0,3,2,ham
69,0,2,1,ham
55,0,0,1,ham
45,0,0,1,ham
159,0,0,2,ham
25,0,0,1,ham
28,0,0,1,ham
40,0,0,2,ham
156,0,0,2,ham
138,0,0,3,ham
24,0,0,1,ham
70,2,5,1,ham
62,0,1,2,ham
86,0,0,2,ham
174,0,0,2,ham
48,0,0,1,ham
48,0,0,1,ham
25,0,0,1,ham
54,0,0,1,ham
38,0,1,1,ham
46,0,0,1,ham
64,0,0,1,ham
133,0,0,2,ham
36,0,0,1,ham
132,0,3,2,ham
51,0,0,1,ham
48,0,0,1,ham
62,0,0,1,ham
163,0,4,1,spam
155,0,6,3,spam
48,0,0,2,ham
39,0,0,2,ham
103,0,0,2,ham
83,0,0,2,ham
84,0,1,2,ham
39,0,0,1,ham
122,0,1,2,ham
154,0,2,3,ham
36,0,0,1,ham
140,0,2,4,spam
5,0,0,1,ham
30,0,0,1,ham
57,0,0,1,ham
54,0,0,1,ham
34,0,0,1,ham
85,0,2,1,ham
139,0,1,3,ham
35,0,0,1,ham
31,0,0,1,ham
126,1,4,3,spam
48,0,1,1,ham
94,0,0,2,ham
27,0,0,1,ham
28,0,0,1,ham
41,0,0,1,ham
42,0,0,1,ham
150,0,0,2,ham
162,0,0,3,ham
82,0,1,2,ham
45,0,0,1,ham
56,0,0,1,ham
41,0,0,1,ham
23,0,0,1,ham
112,0,1,1,ham
38,0,0,1,ham
160,0,0,2,ham
32,0,0,1,ham
47,0,0,1,ham
82,0,0,1,ham
25,0,0,1,ham
51,0,0,1,ham
155,1,5,2,spam
22,0,0,1,ham
30,0,0,1,ham
121,0,1,6,ham
53,0,0,1,ham
84,0,1,2,ham
24,0,0,1,ham
81,0,0,2,ham
152,0,0,2,ham
131,0,1,2,ham
327,0,1,3,ham
49,0,0,1,ham
65,0,1,2,ham
29,0,0,1,ham
207,0,0,4,ham
114,0,0,2,ham
101,0,6,1,spam
49,0,2,1,ham
108,0,0,1,ham
36,0,0,1,ham
32,0,0,1,ham
50,0,0,1,ham
80,0,0,1,ham
141,0,5,1,ham
151,0,4,2,spam
154,1,9,1,spam
23,0,0,1,ham
40,0,0,1,ham
159,0,6,2,spam
25,0,0,1,ham
143,0,7,2,spam
22,0,0,1,ham
153,0,0,2,ham
72,0,0,1,ham
203,0,0,3,ham
324,0,1,12,ham
115,0,0,1,ham
27,0,1,1,ham
139,0,1,2,ham
46,0,0,1,ham
115,0,1,2,ham
155,0,0,4,ham
35,0,0,1,ham
82,0,1,2,ham
7,0,0,1,ham
36,0,1,1,ham
73,0,0,2,ham
24,0,0,1,ham
49,0,2,1,ham
48,0,0,1,ham
155,0,0,2,ham
93,0,0,2,ham
99,0,0,1,ham
155,0,0,2,ham
48,0,0,1,ham
42,0,0,1,ham
24,0,0,1,ham
163,0,2,2,spam
30,0,0,1,ham
44,0,0,1,ham
24,0,0,1,ham
34,0,0,1,ham
144,0,0,2,ham
179,0,0,2,ham
143,0,7,3,spam
52,0,0,2,ham
82,0,0,2,ham
39,0,0,1,ham
80,0,0,3,ham
35,0,0,1,ham
78,0,0,1,ham
41,0,0,1,ham
27,0,0,1,ham
152,2,8,1,spam
32,0,0,1,ham
33,0,0,1,ham
41,0,0,1,ham
5,0,0,1,ham
126,0,1,2,ham
166,0,0,2,ham
71,0,0,1,spam
141,0,0,2,ham
122,0,0,1,ham
38,0,0,1,ham
63,0,0,2,ham
47,0,0,1,ham
22,0,0,1,ham
115,0,0,2,ham
71,0,1,1,ham
34,0,0,1,ham
72,0,0,1,ham
132,0,0,1,ham
26,0,0,1,ham
38,0,0,1,ham
141,1,8,2,spam
25,0,0,1,ham
27,0,0,1,ham
159,0,2,2,ham
107,0,0,2,ham
142,1,4,2,spam
13,0,1,1,ham
25,0,0,1,ham
65,0,0,1,ham
33,0,0,1,ham
23,0,0,1,ham
53,0,0,1,ham
159,0,2,1,spam
104,0,0,1,ham
154,1,6,2,spam
149,0,1,6,ham
81,0,1,1,spam
144,0,0,2,ham
51,0,0,1,ham
153,1,9,2,spam
114,0,0,2,ham
131,0,1,2,ham
159,1,7,2,spam
174,0,0,3,ham
42,0,0,1,ham
161,1,5,2,spam
151,0,8,5,ham
37,0,0,1,ham
61,0,0,1,ham
74,0,0,2,ham
93,0,0,2,ham
141,0,0,3,ham
85,0,0,1,ham
78,0,2,1,ham
33,0,0,1,ham
90,0,0,1,ham
147,0,1,3,ham
33,0,0,1,ham
32,0,0,1,ham
5,0,0,1,ham
149,0,0,2,ham
22,0,0,1,ham
132,0,0,2,ham
154,0,0,4,ham
31,0,0,1,ham
51,0,0,1,ham
18,0,0,1,ham
172,0,0,3,ham
130,0,3,2,spam
76,0,0,1,ham
78,0,0,2,ham
112,0,0,1,ham
58,0,0,1,ham
158,0,0,2,ham
60,0,0,2,ham
154,0,0,3,ham
154,0,2,2,spam
34,0,0,1,ham
122,0,6,2,spam
26,0,0,1,ham
31,0,0,1,ham
26,0,0,1,ham
64,0,0,1,ham
121,0,0,3,spam
179,0,0,2,ham
56,0,0,1,ham
148,0,0,3,ham
90,0,0,1,ham
110,0,0,2,ham
458,0,0,7,ham
36,0,0,1,ham
28,0,0,1,ham
33,0,0,1,ham
51,0,0,1,ham
157,0,0,2,spam
45,0,0,1,ham
37,0,0,1,ham
159,1,10,1,spam
39,0,0,1,ham
96,0,2,2,ham
15,0,0,1,ham
29,0,0,1,ham
32,0,0,2,ham
152,0,0,5,ham
29,0,0,1,ham
36,0,0,1,ham
54,0,0,1,ham
29,0,0,1,ham
47,0,0,1,ham
172,0,0,3,ham
32,0,0,1,ham
22,0,0,1,ham
150,0,6,3,spam
91,0,0,2,ham
53,0,0,1,ham
24,0,0,1,ham
121,0,0,3,ham
36,0,0,1,ham
212,0,0,2,ham
25,0,0,1,ham
156,0,3,2,spam
59,0,0,1,ham
155,0,0,5,ham
37,0,0,1,ham
79,0,0,2,ham
24,0,0,1,ham
50,0,0,2,ham
75,0,0,2,ham
41,0,0,1,ham
8,0,0,1,ham
36,0,0,2,ham
31,0,0,1,ham
73,0,1,1,ham
127,0,0,2,ham
14,0,0,1,ham
97,0,0,2,ham
123,0,1,2,ham
92,0,0,1,ham
63,0,1,1,ham
58,0,0,1,ham
46,0,0,1,ham
26,0,1,1,ham
143,0,1,3,ham
29,0,0,2,ham
31,0,0,1,ham
156,0,3,2,ham
37,0,0,1,ham
63,0,0,1,ham
33,0,0,1,ham
145,0,8,2,spam
149,0,8,3,spam
104,0,1,2,ham
58,0,0,1,ham
62,0,0,2,ham
184,0,0,2,ham
611,0,4,31,ham
61,0,0,1,ham
62,0,0,1,ham
64,0,0,1,ham
47,0,1,1,ham
92,0,0,1,ham
22,0,0,1,ham
338,0,1,3,ham
86,0,0,2,ham
159,0,0,3,ham
30,0,1,1,ham
105,0,0,3,ham
148,0,1,8,ham
30,0,0,1,ham
52,0,0,1,ham
136,0,7,1,spam
152,0,0,2,ham
43,0,0,2,ham
146,1,3,3,spam
144,1,5,1,spam
35,0,0,1,ham
47,0,0,1,ham
25,0,0,1,ham
127,0,0,2,ham
25,0,0,1,ham
143,0,2,2,ham
128,0,1,2,ham
24,0,0,1,ham
43,0,0,1,ham
99,0,3,1,ham
152,0,0,5,ham
37,0,0,1,ham
32,0,0,1,ham
3,0,1,1,ham
153,0,2,1,spam
28,0,1,1,ham
55,0,0,1,ham
28,0,0,1,ham
121,0,0,1,ham
29,0,0,1,ham
115,1,1,2,ham
39,0,0,1,ham
154,0,0,4,ham
148,0,0,5,ham
132,0,2,3,spam
44,0,0,1,ham
71,0,2,2,spam
156,0,0,2,ham
25,0,0,1,ham
147,1,6,2,spam
41,0,0,1,ham
83,0,0,2,ham
45,0,2,2,ham
73,0,1,1,ham
158,0,0,3,ham
47,0,0,1,ham
161,0,6,2,spam
159,0,0,3,ham
165,0,0,4,ham
155,1,1,2,spam
37,0,0,1,ham
160,0,6,2,spam
41,0,0,1,ham
136,0,0,2,ham
24,0,0,1,ham
35,0,0,1,ham
25,0,0,1,ham
31,0,1,1,ham
36,0,0,1,ham
132,0,0,3,ham
156,0,0,4,ham
30,0,0,1,ham
118,0,0,3,ham
82,0,0,1,ham
123,1,5,2,spam
147,0,0,3,ham
73,0,0,2,ham
22,0,1,1,ham
90,0,0,1,ham
61,0,0,2,ham
148,2,11,1,spam
28,0,0,1,ham
42,0,0,1,ham
75,0,0,1,ham
160,1,6,1,spam
27,0,0,1,ham
14,0,0,1,ham
129,0,0,2,ham
73,0,0,1,ham
88,0,0,1,ham
27,0,0,1,ham
147,0,0,2,ham
11,0,1,1,ham
23,0,0,1,ham
158,1,4,1,spam
73,0,1,1,spam
25,0,0,1,ham
144,0,0,2,ham
51,1,1,1,ham
40,0,0,1,ham
156,0,0,2,ham
122,0,0,1,ham
18,0,0,1,ham
6,0,0,1,ham
126,0,1,2,ham
46,0,0,1,ham
30,0,1,1,ham
35,0,0,1,ham
174,2,4,2,spam
114,0,4,2,spam
32,0,0,1,ham
23,0,0,1,ham
126,1,3,1,spam
42,0,0,1,ham
99,0,0,1,ham
96,0,1,2,ham
74,0,0,2,ham
72,0,0,2,ham
76,0,0,1,ham
60,0,0,2,ham
148,0,1,2,spam
5,0,0,1,ham
31,0,0,1,ham
77,0,0,3,ham
33,0,1,1,ham
25,0,0,1,ham
126,0,0,1,ham
71,0,0,2,ham
75,0,0,1,ham
68,0,0,1,ham
144,0,0,4,ham
59,0,0,2,ham
60,0,0,1,ham
49,0,0,1,ham
66,0,0,1,ham
145,0,6,2,spam
24,0,0,1,ham
58,0,0,2,ham
107,0,1,2,ham
138,0,3,2,spam
53,0,0,2,ham
73,0,0,3,ham
149,0,1,6,ham
144,0,0,4,ham
63,0,0,1,ham
159,1,4,2,ham
39,0,1,1,ham
67,0,0,2,ham
127,0,2,2,ham
24,0,0,1,ham
136,0,1,3,ham
34,0,0,1,ham
27,0,0,1,ham
55,0,0,2,ham
27,0,0,1,ham
224,1,6,3,spam
39,0,0,1,ham
36,0,0,1,ham
23,0,0,1,ham
51,0,0,1,ham
34,0,0,1,ham
34,0,0,1,ham
159,1,5,4,spam
74,0,0,2,ham
142,0,1,2,ham
32,0,0,1,ham
155,0,4,1,spam
160,0,1,2,ham
86,0,0,2,ham
32,0,0,1,ham
166,0,0,2,ham
22,0,0,1,ham
26,0,0,1,ham
92,0,1,1,ham
37,0,0,1,ham
46,0,0,1,ham
62,0,0,1,ham
39,0,0,1,ham
50,0,0,1,ham
35,0,0,3,ham
21,0,0,1,ham
107,0,1,2,ham
38,0,0,1,ham
205,0,0,2,ham
158,0,0,2,ham
67,0,0,2,ham
143,1,5,1,spam
121,1,2,2,ham
162,0,6,3,spam
26,0,0,1,ham
68,0,0,2,ham
123,0,2,2,ham
61,0,0,1,ham
33,0,0,1,ham
156,0,0,3,ham
41,0,0,1,ham
50,0,1,2,ham
41,0,0,1,ham
33,0,3,1,spam
154,0,5,2,spam
151,0,8,5,ham
164,2,5,1,spam
154,0,6,1,spam
22,0,0,1,ham
53,0,0,1,ham
62,0,0,3,ham
159,0,0,3,ham
34,0,0,2,ham
151,0,0,2,ham
26,0,0,1,ham
27,0,0,1,ham
52,0,0,1,ham
100,0,0,2,ham
164,0,3,4,ham
132,0,1,2,spam
39,0,0,1,ham
32,0,0,1,ham
158,0,0,3,ham
120,0,0,2,ham
42,0,0,1,ham
46,0,0,2,ham
44,0,0,1,ham
123,0,0,2,ham
24,0,0,1,ham
29,0,0,1,ham
34,0,0,1,ham
29,0,0,1,ham
47,0,0,1,ham
156,1,4,2,spam
47,0,0,1,ham
115,0,0,2,ham
37,0,0,1,ham
64,0,0,2,ham
83,0,1,2,ham
120,0,3,2,ham
24,0,0,1,ham
89,0,0,2,ham
67,0,1,1,ham
44,0,0,1,ham
33,0,1,1,ham
28,0,0,1,ham
37,0,0,1,ham
76,0,0,1,ham
150,0,0,5,ham
45,0,0,1,ham
84,0,0,2,ham
24,0,0,1,ham
119,0,0,4,ham
332,0,0,2,ham
80,0,0,1,ham
24,0,0,1,ham
151,0,4,2,spam
34,0,0,1,ham
65,0,0,1,ham
27,0,0,1,ham
24,0,0,1,ham
53,0,0,1,ham
28,0,0,1,ham
22,0,0,1,ham
23,0,0,1,ham
161,0,7,1,spam
191,0,2,2,ham
75,0,0,1,ham
23,0,0,1,ham
25,0,0,1,ham
37,0,0,1,ham
40,0,0,2,ham
93,0,0,3,ham
107,0,0,2,ham
158,0,9,3,spam
52,0,0,1,ham
71,0,2,3,ham
54,0,0,1,ham
51,0,3,1,ham
154,0,6,2,spam
98,0,0,1,ham
89,0,0,2,ham
50,0,0,1,ham
163,0,0,2,ham
135,0,0,2,ham
32,0,0,1,ham
41,0,0,1,ham
58,0,0,1,ham
50,0,0,2,ham
790,0,0,12,ham
34,0,0,1,ham
35,0,0,2,ham
100,0,0,3,ham
46,0,0,2,ham
183,0,0,3,ham
71,0,0,2,ham
30,0,0,1,ham
34,0,0,1,ham
75,0,1,2,ham
55,0,0,2,ham
117,2,2,2,spam
84,0,0,2,spam
155,0,4,3,spam
33,0,0,1,ham
97,0,0,3,ham
33,0,0,1,ham
132,0,2,3,spam
64,0,1,1,ham
23,0,0,1,ham
32,0,0,1,ham
128,0,0,2,ham
45,0,0,1,ham
62,0,0,2,ham
155,0,8,3,spam
153,1,6,1,spam
85,0,0,3,ham
32,0,1,1,ham
89,0,0,1,ham
63,0,0,1,ham
163,0,5,1,spam
28,0,0,1,ham
156,0,4,1,spam
41,0,0,1,ham
110,0,1,2,ham
53,0,0,1,ham
31,0,1,1,ham
27,0,0,1,ham
79,0,0,2,ham
22,0,0,1,ham
40,0,0,1,ham
143,0,4,3,spam
59,0,0,1,ham
54,0,0,2,ham
84,0,0,2,ham
15,0,0,1,ham
106,0,0,3,ham
30,0,0,1,ham
108,0,0,2,ham
92,0,1,2,ham
87,0,0,1,ham
16,0,0,1,ham
158,0,7,3,spam
51,0,0,2,ham
50,0,0,2,ham
63,0,0,2,ham
34,0,0,1,ham
160,0,2,4,ham
29,0,0,1,ham
41,0,0,1,ham
68,0,2,2,ham
91,0,1,1,ham
2,0,0,1,ham
66,0,0,2,ham
135,0,0,2,ham
30,0,0,1,ham
145,1,5,2,spam
142,1,8,2,spam
35,0,0,1,ham
35,0,0,1,ham
25,0,0,1,ham
23,0,0,1,ham
32,0,0,1,ham
76,0,0,2,ham
64,0,0,2,ham
133,0,0,2,ham
55,0,0,1,ham
160,1,6,2,spam
124,0,1,2,ham
162,2,8,1,spam
46,0,0,1,ham
120,0,1,3,ham
72,0,0,1,ham
57,0,2,1,ham
54,0,0,1,ham
49,0,0,1,ham
51,0,0,1,ham
29,0,1,1,ham
37,0,0,1,ham
67,0,0,1,ham
41,0,1,1,ham
92,0,0,1,ham
30,0,0,1,ham
68,0,0,1,ham
46,0,0,1,ham
87,0,1,1,ham
95,0,0,1,ham
23,0,0,1,ham
156,0,5,1,spam
34,0,0,1,ham
74,0,4,1,spam
59,0,0,1,ham
158,0,0,3,ham
73,0,0,1,ham
76,0,0,2,ham
65,0,0,1,ham
58,0,1,2,ham
133,2,6,2,spam
14,0,0,1,ham
27,0,0,1,ham
143,0,0,2,ham
53,0,0,1,ham
52,0,0,1,ham
31,0,0,1,ham
39,0,0,1,ham
104,1,3,3,spam
83,0,0,2,ham
34,0,0,1,ham
22,0,0,1,ham
89,0,0,2,ham
61,0,0,1,ham
150,0,0,2,ham
153,0,6,1,spam
123,0,1,2,ham
24,0,0,1,ham
32,0,0,1,ham
22,0,0,1,ham
49,0,0,1,ham
108,0,0,2,ham
119,0,0,2,ham
129,0,3,2,spam
34,0,0,1,ham
38,0,0,1,ham
26,0,0,1,ham
32,0,0,1,ham
150,1,5,2,ham
117,0,0,3,ham
45,0,0,1,ham
55,0,2,2,ham
38,0,0,1,ham
143,0,0,2,spam
80,0,0,1,ham
54,0,0,1,ham
62,0,0,1,ham
52,0,1,1,ham
81,0,2,2,ham
36,0,0,1,ham
431,0,0,8,ham
62,0,0,2,ham
375,0,1,4,ham
158,0,0,2,ham
120,2,3,2,spam
52,0,0,1,ham
138,0,2,2,ham
42,0,0,1,ham
63,0,0,1,ham
22,0,0,1,ham
38,0,2,1,ham
50,0,1,1,ham
83,0,0,2,ham
158,1,5,1,spam
84,0,0,2,ham
39,0,0,1,ham
76,0,0,2,ham
53,0,0,1,ham
94,0,2,2,ham
38,0,1,1,ham
38,0,0,1,ham
75,0,0,3,ham
62,0,0,1,ham
59,0,0,1,ham
23,0,0,1,ham
37,0,0,1,ham
45,0,0,1,ham
51,0,0,2,ham
24,0,0,1,ham
43,0,0,1,ham
123,0,1,3,ham
43,0,0,1,ham
36,0,0,1,ham
46,0,1,1,ham
155,0,5,1,spam
35,0,0,2,ham
59,0,0,1,ham
32,0,0,1,ham
50,0,0,1,ham
27,0,0,1,ham
40,0,1,1,ham
37,0,0,1,ham
84,0,1,2,ham
152,0,7,1,spam
125,0,3,2,ham
45,0,0,1,ham
32,0,0,1,ham
52,0,0,1,ham
39,0,0,1,ham
32,0,0,1,ham
52,0,0,1,ham
40,0,0,2,ham
96,0,0,5,ham
31,0,0,1,ham
159,1,10,1,spam
276,0,0,4,ham
51,0,0,2,ham
26,0,0,1,ham
36,0,0,1,ham
99,0,0,2,ham
162,0,6,2,spam
149,0,2,3,spam
44,0,0,1,ham
23,0,0,1,ham
161,0,10,2,spam
63,0,0,1,ham
60,0,0,1,ham
41,0,0,1,ham
133,0,4,2,ham
30,0,1,1,spam
27,0,0,1,ham
42,0,0,2,ham
40,0,0,1,ham
17,0,0,1,ham
81,0,0,1,ham
38,0,0,1,ham
48,0,0,1,ham
35,0,0,1,ham
137,0,2,1,ham
156,1,5,2,spam
363,0,0,7,ham
40,0,0,1,ham
47,0,0,1,ham
154,0,0,2,ham
161,2,7,1,spam
144,0,5,1,spam
31,0,0,1,ham
11,0,0,1,ham
44,0,0,2,ham
88,0,2,1,ham
159,0,4,1,spam
47,0,0,1,ham
64,0,1,1,ham
24,0,0,1,ham
95,0,0,2,ham
134,0,0,2,ham
23,0,0,1,ham
32,0,0,1,ham
175,0,0,2,ham
155,1,5,2,spam
38,0,0,1,ham
35,0,0,1,ham
147,0,2,2,ham
159,2,5,3,spam
51,0,0,1,ham
161,0,1,2,spam
107,0,0,2,ham
38,0,0,1,ham
60,0,0,2,ham
160,1,5,1,spam
37,0,0,1,ham
157,0,1,3,ham
185,0,0,1,ham
28,0,0,1,ham
170,1,7,1,spam
157,0,0,2,ham
79,0,0,1,ham
40,0,0,1,ham
113,0,0,2,ham
30,0,0,1,ham
42,0,0,1,ham
41,0,0,2,ham
113,0,0,1,ham
137,0,5,1,spam
382,0,0,5,ham
87,0,0,2,ham
49,0,0,2,ham
27,0,0,1,ham
28,0,0,1,ham
26,0,0,1,ham
49,0,0,2,ham
39,0,0,1,ham
38,0,0,1,ham
31,0,0,1,ham
162,0,1,2,ham
154,0,3,2,spam
161,0,1,2,spam
25,0,0,1,ham
154,0,3,2,ham
22,0,0,2,ham
34,0,0,1,ham
45,0,0,2,ham
70,0,0,2,ham
77,0,0,1,ham
32,0,0,2,ham
50,0,1,1,ham
30,0,0,1,ham
114,0,0,1,ham
588,0,2,12,ham
114,0,0,3,ham
147,0,8,2,spam
114,0,1,2,ham
50,0,0,1,ham
141,0,5,1,ham
158,0,0,3,ham
56,0,0,1,ham
29,0,1,1,ham
39,0,0,1,ham
32,0,0,1,ham
37,0,0,1,ham
158,2,7,1,spam
159,0,4,1,ham
29,0,0,1,ham
48,0,0,1,ham
59,0,0,1,ham
29,0,0,1,ham
24,0,0,1,ham
31,0,0,1,ham
37,0,0,1,ham
193,0,0,3,ham
45,0,0,1,ham
154,0,0,3,ham
3,0,0,1,ham
32,0,0,1,ham
131,0,0,2,ham
52,0,0,2,ham
142,0,0,2,ham
104,0,0,2,ham
43,0,0,1,ham
152,0,7,2,spam
73,0,1,2,ham
105,0,4,1,ham
54,0,0,1,ham
108,0,1,2,ham
77,0,0,2,ham
42,0,0,1,ham
130,0,0,1,ham
42,0,0,1,ham
22,0,0,2,ham
30,0,1,1,ham
38,0,0,1,ham
54,0,0,1,ham
54,0,1,1,ham
66,0,0,1,ham
65,0,0,2,ham
93,0,0,1,ham
132,0,0,2,ham
159,1,11,1,spam
112,0,0,2,ham
161,2,8,1,spam
22,0,0,2,ham
68,0,0,1,ham
119,0,1,3,ham
58,0,0,1,ham
60,0,1,1,ham
54,0,0,2,ham
45,0,0,1,ham
66,0,1,1,ham
67,0,0,1,ham
77,0,0,2,ham
156,2,6,2,spam
76,0,0,2,ham
77,0,0,1,ham
175,0,0,2,ham
157,1,4,3,spam
77,0,0,1,ham
102,0,0,1,ham
39,0,0,1,ham
32,0,0,1,ham
30,0,0,1,ham
108,0,0,3,ham
141,0,0,3,ham
130,0,1,2,ham
58,0,0,1,ham
28,0,0,1,ham
77,0,0,1,ham
161,0,3,1,ham
88,0,0,2,ham
127,0,0,2,ham
110,0,0,2,ham
51,0,0,1,ham
30,0,0,1,ham
25,0,0,1,ham
96,0,1,2,ham
64,0,0,2,ham
23,0,0,1,ham
70,0,0,1,ham
181,0,1,2,spam
160,1,10,2,spam
31,0,0,1,ham
157,1,4,3,spam
113,0,0,2,ham
110,0,1,2,ham
36,0,0,1,ham
28,0,0,1,ham
23,0,0,1,ham
155,0,1,2,ham
54,0,0,1,ham
39,0,0,1,ham
154,0,0,5,ham
36,0,0,2,ham
155,0,3,2,spam
64,0,1,2,ham
36,0,0,1,ham
160,0,7,2,spam
71,0,0,3,ham
51,0,0,1,ham
122,1,4,1,spam
17,0,0,1,ham
33,0,3,2,spam
22,0,0,2,ham
26,0,0,1,ham
144,0,0,2,ham
63,0,1,1,ham
22,0,0,1,ham
89,0,0,1,ham
42,0,0,1,ham
28,0,0,1,ham
135,0,0,1,ham
78,2,3,1,ham
33,0,0,1,ham
27,0,0,1,ham
52,0,0,2,ham
29,0,0,1,ham
33,0,0,1,ham
23,0,0,1,ham
85,0,0,1,ham
101,0,0,2,ham
110,0,1,2,ham
27,0,0,1,ham
159,0,4,2,spam
58,0,2,2,ham
44,0,0,1,ham
26,0,0,1,ham
91,0,1,2,ham
48,0,2,1,spam
125,0,0,3,ham
183,0,4,2,spam
25,0,0,1,ham
69,0,0,1,ham
160,0,10,1,spam
72,0,0,1,ham
48,0,0,2,ham
28,0,0,1,ham
66,0,0,1,ham
127,0,1,2,ham
62,0,0,2,ham
26,0,0,1,ham
147,2,8,2,spam
162,2,5,1,spam
78,0,2,2,ham
151,0,6,3,spam
158,1,5,1,spam
114,0,1,2,spam
23,0,0,1,ham
85,0,0,1,ham
34,0,0,1,ham
41,0,0,1,ham
134,0,0,2,ham
25,0,0,1,ham
30,0,0,1,ham
45,0,0,1,ham
5,0,0,1,ham
23,0,0,1,ham
93,0,0,1,ham
7,0,0,1,ham
24,0,0,1,ham
129,0,0,3,ham
167,1,9,1,spam
45,0,0,1,ham
65,0,0,1,ham
48,0,0,1,ham
18,0,0,1,ham
24,0,0,1,ham
33,0,0,1,ham
25,0,0,1,ham
51,0,0,2,ham
92,0,0,1,ham
69,0,0,1,ham
25,0,0,1,ham
108,0,0,2,ham
51,0,0,2,ham
65,0,0,2,ham
160,0,6,2,spam
141,0,5,1,ham
7,0,0,1,ham
41,0,1,1,ham
67,0,0,1,ham
30,0,0,1,ham
37,0,0,1,ham
47,0,0,2,ham
36,0,0,1,ham
120,1,5,2,spam
29,0,0,1,ham
82,0,1,1,spam
36,0,0,1,ham
281,0,0,3,ham
27,0,0,1,ham
52,0,0,1,ham
66,0,0,1,ham
149,0,2,3,spam
121,0,0,1,ham
56,0,0,1,ham
92,0,1,2,ham
162,1,2,3,spam
66,0,0,2,ham
43,0,0,1,ham
158,0,7,2,spam
127,0,4,4,ham
43,0,1,1,ham
446,0,4,8,ham
102,0,0,3,ham
88,0,0,1,ham
103,0,1,2,ham
158,1,3,2,spam
24,0,0,1,ham
95,0,3,3,ham
74,0,1,2,ham
109,0,2,2,spam
158,0,0,2,ham
482,1,0,6,ham
53,0,1,2,ham
119,0,0,3,ham
31,0,0,1,ham
22,0,0,1,ham
22,0,0,1,ham
161,0,4,1,spam
38,0,0,1,ham
22,0,0,1,ham
89,0,0,1,ham
66,0,0,1,ham
191,0,0,4,ham
27,0,0,1,ham
67,0,0,2,ham
104,0,0,1,ham
96,0,0,2,ham
38,0,0,2,ham
40,0,0,1,ham
25,0,0,1,ham
24,0,0,3,ham
26,0,0,1,ham
39,0,0,1,ham
152,0,2,3,spam
54,0,0,1,ham
73,0,0,1,ham
80,0,2,2,ham
21,0,0,1,ham
148,0,2,2,ham
444,0,11,4,ham
41,0,0,1,ham
99,0,0,3,ham
34,0,1,1,ham
27,0,0,1,ham
158,0,7,2,spam
116,0,0,2,ham
24,0,0,1,ham
75,0,0,1,ham
47,0,0,2,ham
81,0,0,2,ham
115,0,0,1,ham
152,0,6,1,spam
52,0,0,1,ham
83,0,1,2,ham
41,0,0,3,ham
22,0,0,1,ham
46,0,0,1,ham
57,0,0,2,ham
158,1,4,1,spam
45,0,0,1,ham
67,0,0,1,ham
152,0,2,3,spam
26,0,0,1,ham
100,0,0,2,ham
53,0,0,1,ham
629,0,1,6,ham
235,0,1,3,ham
26,0,0,1,ham
114,0,1,2,ham
122,1,5,2,spam
45,0,1,1,ham
78,0,2,1,ham
51,0,0,1,ham
82,0,0,2,ham
28,0,0,1,ham
85,0,0,1,ham
46,0,0,2,ham
183,0,0,2,ham
22,0,0,1,ham
109,0,0,3,ham
28,0,0,1,ham
25,0,0,1,ham
23,0,0,1,ham
74,0,0,1,ham
50,0,0,1,ham
28,0,0,1,ham
44,0,2,1,ham
88,0,0,1,ham
25,0,0,1,ham
29,0,0,1,ham
39,0,0,1,ham
46,0,0,1,ham
64,0,0,2,ham
15,0,0,1,ham
126,0,0,4,ham
105,0,0,2,ham
49,0,0,1,ham
30,0,0,1,ham
23,0,0,1,ham
84,0,0,2,ham
67,0,0,1,ham
14,0,0,1,ham
68,0,1,1,ham
37,0,0,1,ham
161,2,7,1,spam
26,0,0,1,ham
84,0,0,1,ham
29,0,0,1,ham
22,0,0,1,ham
201,0,0,3,ham
137,0,0,3,ham
116,0,1,2,spam
168,1,9,1,spam
33,0,0,1,ham
101,0,0,1,ham
45,0,0,1,ham
124,0,0,3,ham
84,0,0,1,ham
42,0,0,1,ham
78,0,0,1,ham
70,0,0,1,ham
121,0,1,2,ham
81,0,0,2,ham
42,0,0,1,ham
245,0,0,2,ham
66,0,0,1,ham
139,0,0,2,ham
150,1,4,2,spam
167,0,0,2,ham
51,0,0,2,ham
55,0,1,1,ham
31,0,0,1,ham
36,0,0,1,ham
28,0,0,1,ham
306,0,0,4,ham
202,0,0,4,ham
160,0,0,3,ham
36,0,0,1,ham
20,0,0,1,ham
6,0,0,1,ham
5,0,0,1,ham
150,0,3,4,ham
74,0,0,1,ham
19,0,0,1,ham
153,0,1,2,ham
